Región	Distrito	Municipio Escolar	Código	Escuela	Latitud	Longitud	Status	Nivel	Grado que ofrece	Montessori	Total M1Certificada	Total M1Activa	Estrellas	Puntuación	Clasificación ESSA	Tasa de Deserción	Teléfono	Dirección Física 	Pueblo	Estado	Zipcode	Email	Año_ID
Arecibo	Camuy	Camuy	10892	S. U. Joaquín Vázquez Cruz	18.37569	-66.87954	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE	No	278	280	3	42.0%	Others	0.35%	820-2909	Carr 456 Km 4 Hm 9 Bo Cibao	Camuy	PR	6270000	D10892@de.pr.gov	2020-2021
Arecibo	Camuy	Quebradillas	12922	S. U. Luis Muñoz Rivera	18.45915	-66.91701	Abierta	Primario	PK K 1 2 3 4 5 6 7 8 EE	No	562	577	3	47.1%	Others	1.34%	895-2146	Carr 2 Ramal 484 Bo Cocos	Quebradillas	PR	6780000	D12922@de.pr.gov	2020-2021
Arecibo	Arecibo	Arecibo II	10512	S. U. Manuel Ruiz Gandía	18.42089	-66.74932	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE	No	481	489	2	32.2%	Others	1.81%	879-0851	Carr 635 Km 2 Bo Dominguito	Arecibo	PR	6120000	D10512@de.pr.gov	2020-2021
Arecibo	Arecibo	Hatillo	11494	S. U. Rafael Zamot Cruz	18.36888	-66.79268	Abierta	Todos Los Niveles	K 1 2 3 4 5 6 7 8 EE EI ES	No	218	226	3	45.8%	Others	4.24%	820-0841	Carr 134 Km 27 Hm 21 Bo Bayaney	Hatillo	PR	6590000	D11494@de.pr.gov	2020-2021
Arecibo	Camuy	Camuy	11031	S. U. Santiago R. Palmer	18.36773	-66.83357	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE	No	264	269	4	77.7%	Others	0.00%	898-7976	Carr 129 Km 1 Hm 6 Bo Quebrada	Camuy	PR	6270000	D11031@de.pr.gov	2020-2021
Arecibo	Manatí	Ciales	11312	S.U. Toribio Rivera	18.30385	-66.5552	Abierta	Primario	K 1 2 3 4 5 6 7 8	No	194	201	3	44.8%	Others	1.00%	871-4738	Carr 146 Km 14 Hm 6 Sec Sabana Bo Fronton	Ciales	PR	6380000	D11312@de.pr.gov	2020-2021
Arecibo	Camuy	Quebradillas	17368	Superior Manuel Ramos Hernández	18.47761	-66.93574	Abierta	Secundario	9 10 11 12	No	377	368	2	39.6%	Others	1.05%	895-7117	Carr 2 Km 101 Hm 3	Quebradillas	PR	6780000	D17368@de.pr.gov	2020-2021
Arecibo	Camuy	Camuy	17327	Superior Miguel F. Santiago Echegaray	18.3673178275867	-66.8340073662832	Abierta	Secundario	9 10 11 12 ES	No	250	243	3	41.6%	Others	4.23%	898-9299	Carr 486 Km 1 Hm 0 Bo Quebrada	Camuy	PR	6270000	D17327@de.pr.gov	2020-2021
Arecibo	Arecibo	Arecibo I	17558	Superior Vocacional	18.44175	-66.67191	Abierta	Secundario	9 10 11 12 ES	No	1211	1190	3	47.0%	Others	2.15%	880-6696	12 Bo Santana Sect Los Llanos	Arecibo	PR	6120000	D17558@de.pr.gov	2020-2021
Arecibo	Manatí	Manatí	12229	Teodomiro Taboas	18.42867	-66.48747	Abierta	Primario	K 1 2 3 4 5 EE	No	122	119	3	53.8%	Others	1.55%	854-2255	Calle Vendig Esq Georgetti	Manatí	PR	6740000	D12229@de.pr.gov	2020-2021
Arecibo	Arecibo	Hatillo	11502	Timoteo Delgado	18.42818	-66.78992	Abierta	Primario	6 7 8 EI	No	498	486	2	31.2%	Others	1.73%	898-9566	Carr 130 Km 8 Hm 3 Bo Pajuil	Hatillo	PR	6590000	D11502@de.pr.gov	2020-2021
Arecibo	Arecibo	Arecibo I	14241	Trina Padilla De Sanz	18.46557	-66.74341	Abierta	Todos Los Niveles	6 7 8 9 10 11 12 ES	No	360	352	1	13.9%	Comprehensive	3.23%	878-1365	Urb Villa Los Santos Carr 653 Km 1	Arecibo	PR	6120000	D14241@de.pr.gov	2020-2021
Arecibo	Manatí	Barceloneta	18234	Vicente Acevedo Ballester	18.4206060490488	-66.576333412116	Abierta	Primario	K 1 2 3 4 5 6 7 8	No	492	472	2	32.4%	Others	0.60%	846-0029	Carr 664 Km 1 Hm 0 Bo Magueyes	Barceloneta	PR	6170000	D18234@de.pr.gov	2020-2021
Arecibo	Arecibo	Arecibo II	10611	Víctor Rojas I	18.45843	-66.7394	Abierta	Todos Los Niveles	EE EI ES	No	51	52	3	50.0%	Comprehensive	6.90%	880-3551	Calle C Bda Victor Rojas I	Arecibo	PR	6120000	D10611@de.pr.gov	2020-2021
Arecibo	Camuy	Camuy	15156	Vocacional Agrícola Soller	18.3723	-66.89515	Abierta	PS - Otros	SHARED	No					N/A		898-6549	Carr 453 Km 6 Hm 6 Sect Soler Bo Cibao	Camuy	PR	6270000	D15156@de.pr.gov	2020-2021
Bayamón	Toa Baja	Toa Alta	74864	Abelardo Díaz Alfaro	18.36274	-66.21927	Abierta	Todos Los Niveles	6 7 8 EEI EES	No	395	388	2	30.9%	Others	5.66%	797-0315	Carr. 828 Au. Ramal Bo. Piñas	Toa Alta	PR	9530000	D74864@de.pr.gov	2020-2021
Bayamón	Toa Baja	Toa Baja	5987	Academia De Ciencias Y Tecnologia Alianza	18.4012092042512	-66.1799430369286	Abierta	Primario	K 1 2 3 4 5 6 7 8	No	131				N/A	0.00%	(787) 459-4580	Urb Rosaleda II Calle Tulipan RB20	Toa Baja	PR	949		2020-2021
Bayamón	Toa Baja	Toa Alta	78931	Adela Rolón Fuentes	18.3609	-66.21538	Abierta	Secundario	9 10 11 12 ES	No	631	605	2	29.2%	Others	1.83%	279-8282	Ave Principal, Toa Alta Heights	Toa Alta	PR	9540000	D78931@de.pr.gov	2020-2021
Bayamón	Toa Baja	Toa Baja	71514	Adolfina Irizarry De Puig	18.4397350592491	-66.2536156697863	Abierta	Secundario	9 10 11 12	No	398	397	2	26.9%	Comprehensive	5.68%	794-2018	Ave Luis Muñoz Rivera Final #2	Toa Baja	PR	9510000	D71514@de.pr.gov	2020-2021
Bayamón	Toa Baja	Toa Alta	74286	Agrícola de Bucarabones	18.38543	-66.21732	Abierta	PS - Otros	SHARED	No					N/A		780-0615	Carr 819 Km 1.1 Bucarabones	Toa Alta	PR	9530000	D74286@de.pr.gov	2020-2021
Bayamón	Orocovis	Orocovis	14340	Alberto Meléndez	18.2238955265333	-66.3927263857165	Abierta	Secundario	9 10 11 12	No	321	298	2	38.8%	Others	5.09%	867-3353	Calle Juan D Rivera De Santiago	Orocovis	PR	00720-0000	D14340@de.pr.gov	2020-2021
Bayamón	Toa Baja	Toa Alta	71449	Alejandro Jr. Cruz	18.36625	-66.25677	Abierta	Primario	K 1 2 3 4 5 EE	No	155	148	4	64.4%	Others	0.00%	870-1662	Carr 165 Km4 Bo Galateo	Toa Alta	PR	9540000	D71449@de.pr.gov	2020-2021
Bayamón	Toa Baja	Toa Baja	71530	Altinencia Valle	18.42334	-66.23427	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE	No	590	586	2	31.6%	Others	1.98%	794-1460	Bo Campanilla Calle Palma 2	Toa Baja	PR	9510000	D71530@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón II	70672	Andrés C. González	18.31756	-66.1648	Abierta	Primario	K 1 2 3 4 5 6 7 8 EI	No	132	140	2	26.5%	Additional Targeted	1.42%	797-6580	Carr 829 Km 5 Hm 5 Bo Santa  Oyala	Bayamón	PR	9570000	D70672@de.pr.gov	2020-2021
Bayamón	Orocovis	Morovis	17186	Ángel G. Quintero	18.35816	-66.44581	Abierta	Primario	6 7 8 EI	No	348	345	3	42.4%	Others	1.13%	862-1716	Carr 633 Km 4 Hm 7 Bo Barahona	Morovis	PR	00687-0000	D17186@de.pr.gov	2020-2021
Bayamón	Orocovis	Orocovis	12740	Ángel Rafael Díaz Colón	18.2043156838638	-66.4225778479512	Abierta	Todos Los Niveles	K 1 2 3 4 5 6 7 8 9 10 11 12 EE EI	No	210	212	5	83.0%	Others	0.00%	867-4686	Carr 566 Km 2 Hm I Bo Saltos	Orocovis	PR	00720-0000	D12740@de.pr.gov	2020-2021
Bayamón	Toa Baja	Toa Baja	71654	Basilio Milán Hernández	18.43839	-66.17358	Abierta	Primario	6 7 8 EI	No	429	409	2	22.3%	Others	5.96%	795-6570	Ave Jose De Diego Esq Sabana Seca	Toa Baja	PR	9500000	D71654@de.pr.gov	2020-2021
Bayamón	Corozal	Naranjito	71290	Bernarda Robles De Hevia	18.29585	-66.21263	Abierta	Primario	PK K 1 2 3 4 5	Sí	134	125	2	30.8%	Others	2.88%	869-1433	Carr 167 Km 7 Hm 7 Bo Parcelas	Naranjito	PR	7190000	D71290@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón II	70409	Bernardo Huyke	18.35867	-66.16102	Abierta	Primario	PK K 1 2 3 4 5 6	Sí	314	307	3	41.0%	Others	2.45%	786-5275	8Va Secc Urb Santa Juanita Calle Pensacola	Bayamón	PR	9560000	D70409@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón I	70078	Cacique Agüeybana	18.4071392477442	-66.1715281486216	Abierta	Todos Los Niveles	6 7 8 9 10 11 12 EI	No	545	541	3	42.7%	Others	0.36%	780-9906	Urb Sierra Bayamon Calle 61	Bayamón	PR	9607061	D70078@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón II	70433	Carlos Orama Padilla	18.37668	-66.16742	Abierta	Primario	PK K 1 2 3 4 5	No	367	347	3	58.3%	Others	1.84%	785-5630	Calle 10 Urb Magnolia Gardens	Bayamón	PR	9560000	D70433@de.pr.gov	2020-2021
Bayamón	Toa Baja	Toa Baja	71662	Carmen Barroso Morales	18.43399	-66.17268	Abierta	Primario	K 1 2 3 4 5	No	258	250	4	76.1%	Others	4.44%	795-8885	Calle Ramon Morla 6Ta Secc. Levittown	Toa Baja	PR	9490000	D71662@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón I	70540	Carmen Gómez Tejera	18.39044	-66.14161	Abierta	Primario	K 1 2 3 4 5 EE	No	324	311	2	30.3%	Others	2.96%	269-5963	Ave Main Santa Rosa	Bayamón	PR	9560000	D70540@de.pr.gov	2020-2021
Bayamón	Corozal	Naranjito	74237	Coleen Vázquez Urrutia	18.29895	-66.25257	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE EI	No	311	311	3	42.1%	Comprehensive	0.95%	869-1309	Carr 164 Km 7 Hm 1 Bo Achiote	Naranjito	PR	7190000	D74237@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón II	70425	Cristóbal Colón	18.37521	-66.15804	Abierta	Primario	K 1 2 3 4 5 EE	No	217	238	3	46.0%	Others	3.63%	785-1190	Urb Lomas Verdes Calle Tulipan Esq Sauce	Bayamón	PR	9560000	D70425@de.pr.gov	2020-2021
Bayamón	Toa Baja	Toa Baja	71639	Delia Dávila De Caban	18.43506	-66.18149	Abierta	Primario	PK K 1 2 3 4 5 6	Sí	221	221	3	41.3%	Others	5.51%	261-1340	Calle Lago Las Curias Final 5Ta Seccion Levittown	Toa Baja	PR	9490000	D71639@de.pr.gov	2020-2021
Bayamón	Toa Baja	Toa Baja	71647	Dr. Efrain Sánchez Hidalgo	18.44162	-66.16943	Abierta	Primario	K 1 2 3 4 5 EE	No	349	326	3	52.2%	Others	5.93%	784-5570	Mariano Abril Costalo 6To Sec Levittown	Toa Baja	PR	9500000	D71647@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón III	70136	Dr. Hiram Gonzólez	18.3842089189294	-66.1749004869738	Abierta	Primario	PK K 1 2 3 4 5 EE	No	356	335	2	36.0%	Others	7.61%	785-2536	Urb San Fernando 9 Interior Calle Los Millones	Bayamón	PR	9570000	D70136@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón II	70565	Dr. José Padín	18.37319	-66.15324	Abierta	Todos Los Niveles	EI ES	No	77	75			N/A	13.33%	785-0010	Urb Lomas Verdes Calle Jacinto Esq Dragon	Bayamón	PR	9560000	D70565@de.pr.gov	2020-2021
Bayamón	Corozal	Corozal	71043	Dr. José Padín	18.29035	-66.35331	Abierta	Todos Los Niveles	K 1 2 3 4 5 6 7 8 9 10 11 12 EE EI	No	496	485	3	43.3%	Comprehensive	2.36%	859-0304	Carr 565 Km 6 Bo Cuchillas	Corozal	PR	7830000	D71043@de.pr.gov	2020-2021
Bayamón	Toa Baja	Toa Baja	71670	Dr. Pedro Albizu Campos	18.44928	-66.18166	Abierta	Secundario	9 10 11 12	No	599	578	2	27.3%	Others	5.74%	784-4605	Ave Boulevard 4Ta Secc Levittown	Toa Baja	PR	9490000	D71670@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón I	70516	Dr. Agustín Stahl	18.3992	-66.15863	Abierta	Secundario	9 10 11 12	No	392	367	2	27.7%	Others	3.47%	785-2329	Calle Parque Esq Betances	Bayamón	PR	9560000	D70516@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón I	70490	Dr. José Antonio Dávila	18.39262	-66.15916	Abierta	Primario	6 7 8 EI	No	396	386	2	30.2%	Comprehensive	4.15%	785-2292	Carr 167 Km 5 Salida Bayamon A Comerio	Bayamón	PR	9560000	D70490@de.pr.gov	2020-2021
Bayamón	Corozal	Corozal	70888	Emilio R. Delgado	18.3403	-66.32194	Abierta	Secundario	9 10 11 12 ES	No	685	655	3	48.6%	Others	6.07%	859-2037	Carr 159 Km 13	Corozal	PR	7830000	D70888@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón III	70144	Epifanio Fernández Vanga	18.38921	-66.17887	Abierta	Primario	K 1 2 3 4 5 EE	No	253	250	3	50.6%	Others	0.00%	785-8373	Urb Santa Monica Calle 8 A	Bayamón	PR	9600000	D70144@de.pr.gov	2020-2021
Bayamón	Toa Baja	Toa Baja	71571	Ernestina Bracero	18.41632	-66.21055	Abierta	Primario	PK K 1 2 3 4 5 6 EE	Sí	230	232	4	72.0%	Others	8.68%	784-5540	Candelaria Arenas Carr 865 Km 03	Toa Baja	PR	9510000	D71571@de.pr.gov	2020-2021
Bayamón	Orocovis	Morovis	12260	Esperanza González	18.30802	-66.39342	Abierta	Primario	PK K 1 2 3 4 5	No	201	205	3	47.6%	Others	0.48%	862-2792	Carr 159 Km 9 Ramal 618 Bo Cuchillas	Morovis	PR	00687-0000	D12260@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón I	70599	Faustino Santiago	18.39319	-66.13266	Abierta	Primario	K 1 2 3 4 5 6 EE	No	205	212	1	19.8%	Others	2.25%	787-3251	Urb Jardines De Caparra Ave Colectora Central	Bayamón	PR	9590000	D70599@de.pr.gov	2020-2021
Bayamón	Corozal	Corozal	70904	Fidel López Colon	18.3411151181601	-66.3082369186044	Abierta	Primario	K 1 2 3 4 5	No	359	366	2	31.3%	Others	1.01%	859-4592	Bo Pueblo	Corozal	PR	7830000	D70904@de.pr.gov	2020-2021
Bayamón	Toa Baja	Toa Baja	71704	Francisca Dávila Semprit	18.4268	-66.18486	Abierta	Todos Los Niveles	K 1 2 3 4 5 6 7 8 EI ES	No	293	290	2	31.3%	Comprehensive	4.72%	784-3455	Carr 866 Ave. Principal Bo Sabana Seca	Toa Baja	PR	9490000	D71704@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón III	78733	Francisco Gaztambide Vega	18.33498	-66.20119	Abierta	Secundario	9 10 11 12	No	443	433	2	34.0%	Others	3.25%	799-0563	Carr 167 Km 13 Hm 8 Buena Vista	Bayamón	PR	9590000	D78733@de.pr.gov	2020-2021
Bayamón	Corozal	Naranjito	78956	Francisco López Cruz	18.298222	-66.240345	Abierta	Todos Los Niveles	K 1 2 3 4 5 EE ES	No	368	373	2	31.0%	Others	2.33%	869-3230	Carr #164 Km 3 Hm 1	Naranjito	PR	7190000	D78956@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón III	70284	Francisco Manrique Cabrera	18.36872	-66.19271	Abierta	Todos Los Niveles	6 7 8 9 10 11 12 EI ES	No	765	758	2	26.1%	Others	3.23%	797-8110	Urb Rexville Calle 41 Final	Bayamón	PR	9570000	D70284@de.pr.gov	2020-2021
Bayamón	Corozal	Naranjito	71225	Francisco Morales	18.29953	-66.24925	Abierta	Secundario	9 10 11 12	No	329	325	1	17.7%	Others	4.82%	869-5277	Carr 152 Calle Georgetti Interior	Naranjito	PR	7190000	D71225@de.pr.gov	2020-2021
Bayamón	Toa Baja	Cataño	70813	Francisco Oller	18.442503598744	-66.1284424888196	Abierta	Secundario	9 10 11 12	No	598	543	2	26.1%	Others	1.77%	788-1696	Ave Las Nereidas	Cataño	PR	9620000	D70813@de.pr.gov	2020-2021
Bayamón	Orocovis	Morovis	12245	Francisco Rivera Claudio	18.32594	-66.40145	Abierta	Primario	6 7 8 EI	No	325	320	2	22.1%	Others	0.60%	862-8217	Carr 159Km 1 Hm O Ave. Corozal	Morovis	PR	00687-0000	D12245@de.pr.gov	2020-2021
Bayamón	Corozal	Naranjito	76356	Francisco Roque Muñoz	18.28085	-66.24554	Abierta	Primario	PK K 1 2 3 4 5 EE	No	137	136	4	65.6%	Others	1.39%	869-3121	Carr 814 Km 4 Bo Anones	Naranjito	PR	7190000	D76356@de.pr.gov	2020-2021
Bayamón	Corozal	Corozal	70912	Genaro Bou	18.34841	-66.33589	Abierta	Primario	K 1 2 3 4 5 EE	No	176	176	2	23.4%	Others	2.13%	859-1566	Carr 818 Interior Bo Cibuco	Corozal	PR	7830000	D70912@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón II	70664	Herminia Rivera Fernández	18.31667	-66.1437	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE EI	No	326	318	2	35.0%	Others	2.08%	787-9774	Carr 174 Km 10 Hm 9 Bo Guaraguao	Bayamón	PR	9560000	D70664@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón I	70458	Inés María Mendoza	18.38724	-66.15097	Abierta	Primario	K 1 2 3 4 5 EE	No	336	334	2	21.9%	Others	0.29%	780-8232	Ave Teniente Martinez Alturas De Flamboyan	Bayamón	PR	9650000	D70458@de.pr.gov	2020-2021
Bayamón	Toa Baja	Toa Alta	77461	Int. Bo. Quebrada Arenas	18.3455034422294	-66.2799542158093	Abierta	Primario	K 1 2 3 4 5 6 7 8 EI	No	723	719	4	67.5%	Others	5.16%	(787) 870-2500	Carr 159 Km 19.0 Bo Quebrada Arenas	Toa Alta	PR	9530000	D77461@de.pr.gov	2020-2021
Bayamón	Toa Baja	Cataño	70755	Isaac Del Rosario	18.42984	-66.14369	Abierta	Primario	PK K 1 2 3 4 5 EE	No	517	516	2	33.6%	Others	2.42%	788-7210	Ave Flor Del Valle Urb Las Vegas	Cataño	PR	9620000	D70755@de.pr.gov	2020-2021
Bayamón	Orocovis	Morovis	12377	Jaime A. Collazo del Río	18.32492	-66.40455	Abierta	Secundario	9 10 11 12	No	596	571	2	35.9%	Others	1.66%	862-2300	Carr 159 Km  O Hm 7 Ave Corozal Bo Pueblo	Morovis	PR	00687-0000	D12377@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón II	70508	Jesús Sánchez Erazo	18.35848	-66.15721	Abierta	Primario	6 7 8	No	492	488	3	43.5%	Targeted	2.61%	787-4831	Urb Santa Juanita Calle Martiz Secc 9	Bayamón	PR	9560000	D70508@de.pr.gov	2020-2021
Bayamón	Orocovis	Morovis	12369	Jorge L. Marrero Padilla (Elemental Urbana)	18.3263439719763	-66.4090154002119	Abierta	Primario	K 1 2 3 4 5 EE	No	287	281	3	58.8%	Others	1.01%	862-0000	Calle Del Carmen Final Bo Pueblo	Morovis	PR	00687-0000	D12369@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón II	70482	José Campeche	18.35157	-66.16018	Abierta	Primario	K 1 2 3 4 5 EE	No	217	214	2	37.8%	Others	2.58%	786-1580	Urb Santa Juanita Calle Roble Secc 11	Bayamón	PR	9560000	D70482@de.pr.gov	2020-2021
Bayamón	Toa Baja	Toa Alta	71399	José M. del Valle	18.3869	-66.21663	Abierta	Primario	K 1 2 3 4 5	No	266	267	2	28.4%	Others	2.89%	798-5375	Carr 819 Km 1Hm 6 Bo Bucarabones Ii	Toa Alta	PR	9530000	D71399@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón III	70680	José M. Torres	18.30055	-66.1867	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE	No	116	118	2	33.3%	Others	1.65%	730-0090	Carr 167 Ramal 812 Km 3 Hm 1 Bo Dajaos	Bayamón	PR	9560000	D70680@de.pr.gov	2020-2021
Bayamón	Toa Baja	Toa Baja	71548	José Nevárez López	18.40243	-66.25396	Abierta	Primario	PK K 1 2 3 4 5 EE	No	146	146	2	39.3%	Others	6.37%	(787) 870-1855	Calle 33 Nueva Bo San Jose	Toa Baja	PR	9510000	D71548@de.pr.gov	2020-2021
Bayamón	Toa Baja	Toa Alta	71373	José Pablo Morales	18.39091	-66.2489	Abierta	Primario	6 7 8 EI	No	231	241	2	29.4%	Others	1.64%	870-2135	Calle Barcelo #50	Toa Alta	PR	9530000	D71373@de.pr.gov	2020-2021
Bayamón	Toa Baja	Toa Baja	71522	José Robles Otero	18.4442	-66.22946	Abierta	Primario	PK K 1 2 3 4 5 EE	Sí	201	200	3	43.8%	Others	3.38%	794-3470	Carr 867 Km 5 Bo Ingenio	Toa Baja	PR	9490000	D71522@de.pr.gov	2020-2021
Bayamón	Orocovis	Orocovis	14357	José Rojas Cortes	18.2214024468635	-66.3903048116605	Abierta	Secundario	9 10 11 12 ES	No	513	481	2	38.8%	Others	0.77%	867-2630	Calle Juan D Rivera Y Santiago	Orocovis	PR	00720-0000	D14357@de.pr.gov	2020-2021
Bayamón	Orocovis	Morovis	18242	Josefa del Río Guerrero	18.3349577394698	-66.4296879581391	Abierta	Secundario	9 10 11 12 ES	No	396	382	2	30.4%	Comprehensive	3.51%	862-3305	Carr 155 Km 1.6 Bo Pueblo	Morovis	PR		D18242@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón II	70532	Josefita Monserrate De Selles	18.38037	-66.14879	Abierta	Primario	K 1 2 3 4 5 EE	No	213	201	3	50.8%	Others	3.21%	785-2238	Pmb 263 Uu-1  C/39	Bayamón	PR	9560000	D70532@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón III	70177	Juan Morell Campos	18.397	-66.1717	Abierta	Primario	K 1 2 3 4 5 EE	No	305	300	2	20.3%	Others	3.09%	786-5520	Urb Ext Villa Rica Calle 4 Esq 5	Bayamón	PR	9590000	D70177@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón I	70060	Juan Ramón Jiménez	18.40438	-66.18355	Abierta	Primario	6 7 8 EI	No	336	324	2	25.3%	Comprehensive	2.92%	798-5428	Carr 864 Bo Hato Tejas	Bayamón	PR	9560000	D70060@de.pr.gov	2020-2021
Bayamón	Orocovis	Morovis	12278	Juana G. Avilés (Fránquez)	18.35627	-66.40972	Abierta	Primario	K 1 2 3 4 5	No	264	263	3	54.6%	Others	2.15%	862-2440	Carr 155 Km 2 Hm 1 Ramal 634 Bo Franquez	Morovis	PR	6870479	D12278@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón II	70292	Julio Ressy	18.34489	-66.17287	Abierta	Primario	K 1 2 3 4 5	No	312	306	3	59.3%	Others	0.93%	799-4950	Carr 830 Km 2 Hm 2 Cerro Gordo	Bayamón	PR	9560000	D70292@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón I	70094	Ludovico Costoso	18.40615	-66.17691	Abierta	Todos Los Niveles	EE EI ES	No	92	89	4	67.3%	Others	4.08%	787-9792	Ave Cementerio Nacional Hato Tejas	Bayamón	PR	9608246	D70094@de.pr.gov	2020-2021
Bayamón	Toa Baja	Toa Baja	71498	Luis M. Santiago	18.44053	-66.25291	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE EI	No	250	261	3	45.4%	Comprehensive	3.61%	794-1445	Calle Luis Muñoz Rivera #6	Toa Baja	PR	9490000	D71498@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón I	70581	Luis Palés Matos	18.39051	-66.14257	Abierta	Todos Los Niveles	6 7 8 9 10 11 12	No	405	375	2	23.1%	Others	5.18%	288-1075	Urb Santa Rosa Calle 11 Esq 17	Bayamón	PR	9590000	D70581@de.pr.gov	2020-2021
Bayamón	Corozal	Corozal	70870	Manuel Bou Gali	18.34263	-66.32008	Abierta	Primario	K 1 2 3 4 5 6 7 8 EI	No	485	489	2	25.9%	Targeted	2.10%	859-4656	Carr 891 Km 13 Hm 2	Corozal	PR	7830000	D70870@de.pr.gov	2020-2021
Bayamón	Toa Baja	Toa Alta	71472	Manuel Velilla	18.36956	-66.21746	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE	No	299	307	3	43.8%	Others	4.32%	797-3558	Carr 861 Km 5.9 Bo Piñas	Toa Alta	PR	9530000	D71472@de.pr.gov	2020-2021
Bayamón	Toa Baja	Toa Alta	73890	María C. Osorio	18.36425	-66.21204	Abierta	Primario	PK K 1 2 3 4 5 EE	No	386	382	3	45.6%	Others	1.49%	799-3562	Urb Toa Alta Heights Calle 19 Bo Piñas	Toa Alta	PR	9530000	D73890@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón II	70557	María E. Bas de Vázquez	18.37452	-66.14577	Abierta	Primario	K 1 2 3 4 5 EE	No	268	266	2	36.7%	Others	2.10%	786-5586	Carr 831 Urb Lomas Verdes	Bayamón	PR	9560000	D70557@de.pr.gov	2020-2021
Bayamón	Toa Baja	Toa Baja	74476	María J. Corredor Rivera	18.40004	-66.20003	Abierta	Primario	K 1 2 3 4 5 EE	No	202	200	4	66.5%	Others	2.86%	740-2225	Calle Campo Amor Esq. Pelayo Urb Covadonga	Toa Baja	PR	9490000	D74476@de.pr.gov	2020-2021
Bayamón	Toa Baja	Toa Baja	74039	María Teresa Piñeiro	18.42989	-66.18531	Abierta	Secundario	9 10 11 12 ES	No	342	331	2	36.6%	Others	5.04%	784-4140	Calle Los Marquez Final Bo Sabana	Toa Baja	PR	9490000	D74039@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón III	70367	María Vázquez de Umpierre	18.3432	-66.19601	Abierta	Primario	K 1 2 3 4 5 6 7 8 EI	No	380	380	2	25.5%	Others	1.23%	797-5360	Carr 167 Km 15 Hm 3 Parc Vans Coy Bo Buena Vista	Bayamón	PR	9570000	D70367@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón II	70573	Mariano Feliu Balseiro	18.37307	-66.14604	Abierta	Primario	6 7 8 EI	No	252	264	2	30.6%	Comprehensive	5.71%	785-9185	Urb Lomas Verdes Carr 831	Bayamón	PR	9560000	D70573@de.pr.gov	2020-2021
Bayamón	Bayamón	Bayamón III	70250	Marta Vélez De Fajardo	18.35196	-66.1865	Abierta	Primario	K 1 2 3 4 5 6 7 8	No	547	542	3	54.3%	Others	3.45%	797-1775	Urb Cana 100 Calle 11	Bayamón	PR	9570000	D70250@de.pr.gov	2020-2021
Bayamón	Toa Baja	Toa Baja	78832	Martín García Giusti	18.39932	-66.20876	Abierta	Todos Los Niveles	K 1 2 3 4 5 6 7 8 EE EI ES	No	352	343	2	27.3%	Others	3.29%	251-2231	Carr 863 Km 0 Hm 9 Bo Pajaros	Toa Baja	PR	9490000	D78832@de.pr.gov	2020-2021
Bayamón	Toa Baja	Cataño	73668	Mercedes García de Colorado	18.4355	-66.14768	Abierta	Primario	6 7 8 EI	No	259	248	1	14.4%	Others	0.75%	788-4025	Ave Flor Del Valle Final Urb Las Vegas	Cataño	PR	9620000	D73668@de.pr.gov	2020-2021
